GENDER_R,AGE_R,AGEG5LFS,AGEG10LFS,ED_Level,EMPloyed,Full_part,self_employed,Years_wk,pub_priv,Mgr,Mgr_c,work_flexM,work_lrnM,liter_use,num_use,act_lrn,pvlitM,pvnumM,NFE12,FNFAET12,FNFE12JR,FNFAET12JR,FNFAET12NJR,NFEHRS
2,54,8,4,2,1,1,2,20,1, , ,3.75,3,1.8333333333333333,1.1666666666666667,3.6666666666666665,234.370959,232.38173,1,1,0,0,1,32
1,54,8,4,2,1,1,2,25,1, , ,2,1,1,1.8333333333333333,2.1666666666666665,258.910842,214.69782800000002,0,0,0,0,0,0
1,54,8,4,2,1,1,1,35, ,1,1,3.5,2.6666666666666665,2.9166666666666665,2.3333333333333335,3.5,323.172771,323.023497,1,1,1,1,0,40
2,54,8,4,1,1,1,1,40,2,2, ,1.5,1,1,1,3,311.242296,304.533407,0,0,0,0,0,0
1,54,8,4,1,1,1,1,35,2,2, ,2.5,2.3333333333333335,1.5833333333333333,1,1.3333333333333333,265.69921,231.24307199999998,0,0,0,0,0,0
1,54,8,4,2,1,1,6,96,1,2, ,1,2.6666666666666665,3.1666666666666665,2,2.1666666666666665,234.26626700000003,231.54793200000003,1,1,1,1,0,4
1,54,8,4,1,1,1,2,34,1, , ,5,3.3333333333333335,1.75,1.5,2.8333333333333335,201.80857499999996,201.30263700000003,1,1,1,1,0,3
1,54,8,4,3,1,1,1,30, ,1,3,3.25,2,3.9166666666666665,2.5,3.8333333333333335,304.4650890000001,309.68234299999995,1,1,1,1,0,784
1,54,8,4,1,1,1,2,37,1, , ,4,2.3333333333333335,2.1666666666666665,1.5,3,211.990391,185.574842,1,1,0,0,1,32
1,54,8,4,1,1,1,1,20,1,2, ,1.5,1,3,1.3333333333333333,3,277.51604299999997,292.604713,0,0,0,0,0,0
2,54,8,4,1,1,1,2,35,1, , ,3.75,3,2.75,1.8333333333333333,2.5,290.36375499999997,291.24181799999997,1,1,1,1,0,3
1,54,8,4,1,1,1,2,36,1, , ,5,4,1.8333333333333333,2.6666666666666665,2.3333333333333335,277.94632900000005,278.267953,0,0,0,0,0,0
1,54,8,4,2,1,1,1,35,1,2, ,3.25,1,1,1,3,244.59443700000006,240.923713,0,0,0,0,0,0
2,54,8,4,1,1,1,2,30,1, , ,1.25,2.3333333333333335,2,2,3.1666666666666665,296.18796499999996,302.674512,1,1,1,1,0,24
1,54,8,4,2,1,1,1,29,1,1,1,4,1.6666666666666667,2,1,1.6666666666666667,273.03310799999997,265.52113099999997,1,1,1,1,0,3
2,54,8,4,2,1,1,2,11,1, , ,4.25,1.3333333333333333,2.3333333333333335,3,3,246.502488,214.206401,1,1,1,1,0,8
1,54,8,4,3,1,1,1,26,2,1,1,3.5,1,3.5833333333333335,2.5,3.1666666666666665,256.948894,238.47431099999994,1,1,1,1,0,16
1,54,8,4,2,1,1,1,28,2,1,1,3.75,2.6666666666666665,4.25,2.3333333333333335,3,267.268954,233.794148,1,1,1,1,0,156
1,54,8,4,3,1,1,2,19,1, , ,3,2,3.0833333333333335,2.6666666666666665,3.8333333333333335,216.150053,226.882829,0,0,0,0,0,0
2,54,8,4,1,1,1,2,8,1, , ,3.75,1.6666666666666667,2.1666666666666665,2,2.5,302.92445799999996,272.650995,0,0,0,0,0,0
2,54,8,4,3,1,1,2,25,1, , ,4,4.333333333333333,3.75,2.3333333333333335,2.5,226.243194,249.414869,1,1,1,1,0,700
1,54,8,4,1,1,1,2,17,1, , ,5,2.3333333333333335,3.5,3,2.8333333333333335,203.44990799999997,216.84796500000002,1,1,1,1,0,6
2,54,8,4,2,1,1,2,20,1, , ,3,2,1.9166666666666667,2.3333333333333335,1.5,266.090111,242.76354299999997,0,0,0,0,0,0
1,54,8,4,2,1,1,2,32,1, , ,3.5,5,1.6666666666666667,1.8333333333333333,2.3333333333333335,213.19957400000004,206.066087,1,1,1,1,0,8
1,55,9,5,3,1,1,1,25,1,1,3,3,1.6666666666666667,3.25,3,2.8333333333333335,314.844555,327.104606,0,1,0,0,1,0
1,55,9,5,1,1,2,1,35, ,2, ,2,2,1.1666666666666667,1,2.3333333333333335,204.170962,184.088254,0,0,0,0,0,0
2,55,9,5,3,1,1,1,30,2,2, ,3.5,3.6666666666666665,3.1666666666666665,3.3333333333333335,3.1666666666666665,304.73924099999994,293.47621799999996,1,1,1,1,0,60
1,55,9,5,2,1,1,1,35,2,2, ,2.25,2.3333333333333335,1.9166666666666667,1,1.5,266.382233,287.24974799999995,1,1,1,1,0,30
2,55,9,5,3,1,1,2,15,1, , ,5,3.6666666666666665,2.1666666666666665,3,2.3333333333333335,305.64955999999995,300.127022,1,1,0,0,1,120
2,55,9,5,2,1,1,1,4,1,2, ,3.75,1.3333333333333333,1.5,1.8333333333333333,2,218.52130400000001,234.160666,0,0,0,0,0,0
2,55,9,5,3,1,1,1,15,1,2, ,2.75,1,1.1666666666666667,1,2.6666666666666665,270.167276,275.231755,0,0,0,0,0,0
1,55,9,5,1,1,2,1,20,1,1,2,2,1,1.5833333333333333,2.8333333333333335,2.1666666666666665,223.235969,234.99316600000003,0,0,0,0,0,0
2,55,9,5,1,1,1,2,13,1, , ,3.25,1.3333333333333333,2,2,3.8333333333333335,195.100949,195.61091499999998,0,0,0,0,0,0
1,55,9,5,3,1,1,2,30,1, , ,5,3.3333333333333335,3.0833333333333335,3.3333333333333335,4.333333333333333,262.877967,249.11709499999998,1,1,1,1,0,48
2,55,9,5,3,1,1,1,34,2,2, ,2.5,2,3.8333333333333335,2.1666666666666665,2.6666666666666665,269.964844,254.673896,1,1,1,1,0,120
1,55,9,5,3,1,1,1,24,1,1,1,2.5,2,3.3333333333333335,3,2.8333333333333335,285.937904,305.47504399999997,0,0,0,0,0,0
1,55,9,5,1,1,1,2,30,1, , ,4.25,3,3.8333333333333335,2.3333333333333335,1.8333333333333333,252.69102999999996,243.52529100000007,1,1,1,1,0,3
1,55,9,5,3,1,1,1,27,2,1,3,2.5,2,3.9166666666666665,2.3333333333333335,2.8333333333333335,318.487427,309.07106,1,1,1,1,0,32
1,55,9,5,3,1,1,2,35,1, , ,5,2.3333333333333335,4.166666666666667,3.8333333333333335,4.666666666666667,341.197866,339.68780100000004,1,1,1,1,0,160
1,55,9,5,1,1,1,1,34,1,2, ,1.75,3.6666666666666665,2.4166666666666665,1.6666666666666667,2.6666666666666665,262.00805699999995,242.46749599999998,1,1,1,1,0,4
1,55,9,5,1,1,2,1,35,1,2, ,2.5,3,1.75,1,2,281.136938,273.016403,0,0,0,0,0,0
1,55,9,5,2,1,1,2,20,1, , ,5,3.3333333333333335,3.3333333333333335,3.1666666666666665,3.5,256.228213,237.085716,1,1,0,0,1,1200
2,55,9,5,1,1,1,1,25, ,1,3,2.75,3.6666666666666665,3.4166666666666665,2.5,2.6666666666666665,209.78366699999998,212.81993400000002,1,1,1,1,0,200
1,55,9,5,3,1,1,2,24,1, , ,2.75,2,2.0833333333333335,2.1666666666666665,2.1666666666666665,260.30586,234.18997799999997,0,0,0,0,0,0
1,55,9,5,3,1,1,1,26,1,1,4,4.25,3.3333333333333335,4.583333333333333,4.166666666666667,4.333333333333333,266.867045,270.02636900000005,1,1,1,1,0,9999
2,55,9,5,1,1,1,1,20,1,2, ,4.5,2.3333333333333335,2.0833333333333335,3.1666666666666665,2.8333333333333335,184.061125,146.298595,0,0,0,0,0,0
2,55,9,5,1,1,2,1,10,1,2, ,1,1,1.4166666666666667,1,3,233.75772399999997,236.523043,0,0,0,0,0,0
1,55,9,5,1,1,1,1,33,2,2, ,1,3.3333333333333335,3.3333333333333335,1.6666666666666667,2,232.63289900000004,219.257772,1,1,1,1,0,30
2,55,9,5,3,1,1,1,34, ,1,3,3.25,3.3333333333333335,3.5833333333333335,3.1666666666666665,3.5,298.047374,304.005495,1,1,1,1,0,87
1,55,9,5,3,1,1,1,40,2,1,4,4,4.333333333333333,4.166666666666667,1.6666666666666667,3.8333333333333335,263.433835,281.82591599999995,1,1,0,0,1,20
2,55,9,5,1,1,1,1,19,1,2, ,1.5,1,1.3333333333333333,1,2,180.64636900000002,182.68761,1,1,1,1,0,12
2,55,9,5,3,1,1,1,35,1,1,2,4,3,4.75,4.166666666666667,3.8333333333333335,264.401689,248.839008,1,1,1,1,0,10
2,55,9,5,2,1,1,1,7, ,2, ,4,2,2.4166666666666665,1,2.6666666666666665,231.632962,235.86059100000003,1,1,1,1,0,2
2,55,9,5,1,1,1,1,18,1,2, ,3.5,1,1,1,1.5,196.70877800000002,165.17976600000003,0,0,0,0,0,0
1,55,9,5,1,1,2,1,25,1,2, ,1.75,3,1.8333333333333333,1.5,2,255.954284,239.97614000000004,0,0,0,0,0,0
1,55,9,5,1,1,1,1,35,1,2, ,2.25,4,3.4166666666666665,3.3333333333333335,3.3333333333333335,250.01362799999998,244.050428,1,1,1,1,0,24
2,55,9,5,1,1,1,1,20,1,1,1,2.75,2,1.0833333333333333,1,1,193.55640599999998,171.035481,0,0,0,0,0,0
1,55,9,5,1,1,1,1,43,1,2, ,3,1.6666666666666667,2.3333333333333335,2.3333333333333335,3.1666666666666665,196.00811300000004,197.028718,0,0,0,0,0,0
1,55,9,5,2,1,1,2,23,1, , ,4,3.3333333333333335,1.9166666666666667,1.3333333333333333,2.6666666666666665,276.05485000000004,281.323478,1,1,1,1,0,8
1,55,9,5,2,1,1,2,20,1, , ,2.5,4,2.9166666666666665,2.1666666666666665,2.3333333333333335,281.52856699999995,256.14003799999995,0,0,0,0,0,0
1,55,9,5,2,1,1,2,10,1, , ,3,1.6666666666666667,3.25,2.3333333333333335,3.1666666666666665,242.79444900000004,231.160724,0,0,0,0,0,0
1,55,9,5,2,1,1,1,23,1,2, ,1.25,2,1.25,1,1.1666666666666667,251.131058,255.071589,0,0,0,0,0,0
1,55,9,5,1,1,1,1,25,1,1,2,3.5,2,3.4166666666666665,1.6666666666666667,2.8333333333333335,279.94260900000006,270.502123,1,1,1,1,0,20
1,55,9,5,1,1,1,1,20,1,2, ,2.5,1.3333333333333333,1.8333333333333333,1.5,2.3333333333333335,244.08285,236.26408300000003,0,0,0,0,0,0
1,55,9,5,3,1,1,1,21,2,1,2,5,1.6666666666666667,2.4166666666666665,4.166666666666667,4,326.92561400000005,322.723662,1,1,0,0,1,200
1,55,9,5,1,1,1,2,20,1, , ,2,2.6666666666666665,1.0833333333333333,2,2.3333333333333335,199.15403799999999,175.92651999999998,0,0,0,0,0,0
1,55,9,5,3,1,1,1,32,1,1,1,2.75,2.3333333333333335,3.1666666666666665,3.3333333333333335,2.3333333333333335,250.40238400000004,279.78733400000004,1,1,1,1,0,96
1,55,9,5,2,1,1,1,31,1,1,3,3.5,2.3333333333333335,3.6666666666666665,3.5,3.1666666666666665,308.68985,330.46574699999996,1,1,1,1,0,4
1,55,9,5,1,1,1,1,45, ,1,1,1,5,2.75,1,2.8333333333333335,254.183191,259.194015,0,0,0,0,0,0
1,55,9,5,2,1,1,2,25,1, , ,4.5,1.6666666666666667,4.25,4.333333333333333,3.8333333333333335,269.306497,266.354664,0,0,0,0,0,0
2,55,9,5,1,1,1,2,15,1, , ,4.75,4.333333333333333,1.0833333333333333,1,1,204.54575100000002,196.353862,0,0,0,0,0,0
2,55,9,5,1,1,1,2,20,1, , ,5,3.3333333333333335,2.8333333333333335,2.6666666666666665,1.6666666666666667,185.96484500000003,167.75830000000002,0,0,0,0,0,0
1,55,9,5,3,1,1,1,38,2,1,5,4,5,3.6666666666666665,1.3333333333333333,3,225.228622,224.696468,1,1,1,1,0,96
1,55,9,5,2,1,1,1,30,1,1,4,2.5,2,3.9166666666666665,2.1666666666666665,3.5,277.467405,271.569401,1,1,0,0,1,10
1,55,9,5,3,1,1,1,30,1,1,1,3,2.3333333333333335,2.8333333333333335,1.6666666666666667,2.6666666666666665,281.30958699999996,284.73696099999995,0,0,0,0,0,0
2,55,9,5,1,1,2,1,7,1,2, ,1.75,1,1,1,1,175.37023100000002,167.04993699999997,0,0,0,0,0,0
1,55,9,5,1,1,1,1,22,1,2, ,1.25,1,1.25,1,2.5,190.304578,167.188617,0,0,0,0,0,0
2,55,9,5,1,1,1,1,10,1,2, ,2,1.6666666666666667,1,1,2.6666666666666665,206.92407199999997,207.85846700000002,0,0,0,0,0,0
1,55,9,5,3,1,1,1,27,1,1,2,5,2,2.5,1.6666666666666667,5,252.24459500000003,266.892236,1,1,1,1,0,2
1,55,9,5,2,1,1,1,35,1,1,1,4,1.6666666666666667,2.8333333333333335,1,3.6666666666666665,291.304098,292.26406899999995,0,0,0,0,0,0
1,55,9,5,3,1,1,1,28,1,1,2,2.5,2.6666666666666665,3.9166666666666665,3.8333333333333335,3.8333333333333335,331.232472,326.0503,1,1,0,0,1,760
2,55,9,5,2,1,2,1,2,1,2, ,2,1.3333333333333333,1.1666666666666667,1.3333333333333333,1.3333333333333333,184.575915,161.308148,0,0,0,0,0,0
2,55,9,5,3,1,1,1,31,2,1,4,4.25,2.3333333333333335,4,2.3333333333333335,4,314.09889499999997,343.83401000000003,1,1,1,1,0,200
1,55,9,5,2,1,1,2,30,1, , ,5,1,1,1,2.3333333333333335,272.49354400000004,262.61553100000003,0,0,0,0,0,0
2,55,9,5,1,1,2,1,0,1,2, ,3.75,1,1,1,3,278.052589,295.16321899999997,0,0,0,0,0,0
2,55,9,5,1,1,1,1,13,1,2, ,2.75,2,1.4166666666666667,1,3.8333333333333335,262.06570899999997,254.836434,1,1,1,1,0,8
1,55,9,5,1,1,1,1,40,1,2, ,1,1,1,1,1,192.483847,174.021773,0,0,0,0,0,0
2,55,9,5,1,1,1,2,23,1, , ,3.5,1,2.4166666666666665,2.1666666666666665,2.6666666666666665,188.82075899999998,185.637606,1,1,0,0,1,256
2,55,9,5,1,1,1,1,20,1,2, ,4,1,1,1,1.5,189.027275,187.819118,0,0,0,0,0,0
2,55,9,5,1,1,1,2,40,1, , ,4,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.6666666666666667,251.72216200000003,241.51399699999996,0,0,0,0,0,0
1,55,9,5,1,1,1,1,31,1,1,1,2.5,1,1.4166666666666667,1,3.1666666666666665,265.7136,263.83609800000005,0,0,0,0,0,0
1,55,9,5,4,1,1,1,17,1,1,1,1.25,1,3.8333333333333335,3.6666666666666665,5,326.32727800000004,330.948422,1,1,1,1,0,3
1,55,9,5,1,1,1,1,39,1,1,2,3,5,3,2.3333333333333335,3.1666666666666665,268.473037,276.000607,1,1,1,1,0,24
2,55,9,5,1,1,1,1,7,1,1,1,5,2.6666666666666665,3.4166666666666665,3,4.166666666666667,247.78471299999995,220.784391,0,0,0,0,0,0
1,55,9,5,1,1,1,2,40,1, , ,3,4,2.9166666666666665,4.166666666666667,2.5,262.29847400000006,259.94350199999997,0,0,0,0,0,0
1,55,9,5,2,1,1,2,30,1, , ,5,2.6666666666666665,1.6666666666666667,1.1666666666666667,2.8333333333333335,235.712336,223.03224500000002,1,1,1,1,0,12
1,55,9,5,1,1,1,2,20,1, , ,5,2.3333333333333335,3.75,3.1666666666666665,1.8333333333333333,226.33219599999998,238.37562900000003,1,1,0,0,1,5
1,55,9,5,1,1,1,2,25,1, , ,3.5,2.6666666666666665,2.8333333333333335,2,3,266.469819,264.396114,1,1,1,1,0,16
1,55,9,5,3,1,1,1,40,2,2, ,2.75,3.3333333333333335,3.6666666666666665,1,2.8333333333333335,240.56158,229.067317,1,1,1,1,0,20
2,55,9,5,3,1,1,1,12, ,1,2,3,2.3333333333333335,3.25,3.3333333333333335,3.6666666666666665,290.845437,260.70806,1,1,1,1,0,32
1,55,9,5,2,1,1,2,25,1, , ,4.5,1.3333333333333333,1.4166666666666667,1.6666666666666667,2.6666666666666665,244.67166500000002,238.90979299999998,1,1,0,0,1,50
1,55,9,5,3,1,1,1,36,2,2, ,3,3.3333333333333335,3,3.1666666666666665,3,274.729326,243.02701299999998,1,1,1,1,0,48
2,55,9,5,1,1,1,2,10,1, , ,5,2.6666666666666665,1.0833333333333333,1.6666666666666667,3.5,256.443172,250.06027500000005,1,1,1,1,0,6
1,55,9,5,1,1,1,2,35,1, , ,5,3.3333333333333335,1.0833333333333333,2.1666666666666665,2,263.680986,267.890655,0,0,0,0,0,0
1,55,9,5,3,1,1,2,30,1, , ,4,1.3333333333333333,3.5,2.5,3.3333333333333335,272.9376859999999,278.646679,1,1,1,1,0,8
1,55,9,5,2,1,1,1,25,1,2, ,1,2.3333333333333335,1.3333333333333333,1,2.3333333333333335,239.14113099999994,230.69867000000005,1,1,1,1,0,8
1,55,9,5,1,1,1,2,35,1, , ,3,1,1.3333333333333333,1.5,3,258.02397600000006,249.779572,0,0,0,0,0,0
2,55,9,5,1,1,1,6,96,1,2, ,3,1,1,1,1.1666666666666667,255.10076299999997,248.311574,0,0,0,0,0,0
1,55,9,5,3,1,1,1,27,2,2, ,5,3,4.166666666666667,2.8333333333333335,4,249.032355,244.203854,1,1,1,1,0,276
2,55,9,5,1,1,2,2,35,1, , ,5,3,1.5,1.6666666666666667,2.3333333333333335,266.363816,240.923428,1,1,1,1,0,16
1,55,9,5,1,1,1,2,38,1, , ,5,2,1.5833333333333333,2,4.166666666666667,271.990959,257.51252600000004,1,1,1,1,0,10
2,55,9,5,2,1,1,1,6,1,2, ,4,3.3333333333333335,2.6666666666666665,1.5,4.166666666666667,255.038484,230.52332399999995,1,1,1,1,0,32
1,55,9,5,4,1,1,1,30,1,1,5,4.5,3.6666666666666665,3.5833333333333335,2.3333333333333335,5,356.49967200000003,328.505275,1,1,1,1,0,120
1,55,9,5,2,1,1,1,25,1,2, ,1.25,1.6666666666666667,1.25,1.6666666666666667,2.8333333333333335,221.334269,249.623378,0,0,0,0,0,0
1,55,9,5,2,1,1,1,37,2,2, ,1,1.6666666666666667,1,1,2,300.101174,303.534937,0,0,0,0,0,0
1,55,9,5,1,1,1,1,37,1,2, ,2.75,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,235.19276,240.000243,0,0,0,0,0,0
2,56,9,5,1,1,1,2,20,1, , ,1,2.6666666666666665,1,1,1.3333333333333333,253.82760599999997,234.913203,0,0,0,0,0,0
2,56,9,5,1,1,1,1,30,1,2, ,3.5,2,1.1666666666666667,1,3.3333333333333335,201.416919,215.525567,0,0,0,0,0,0
1,56,9,5,2,1,1,1,40,1,1,3,4,3.6666666666666665,3.8333333333333335,2.3333333333333335,1.6666666666666667,202.30899100000002,214.795727,0,0,0,0,0,0
2,56,9,5,3,1,1,2,35,1, , ,5,4,3.75,3,4.666666666666667,290.296701,310.314689,1,1,1,1,0,400
2,56,9,5,2,1,2,2,27,1, , ,3,2.6666666666666665,1.25,1.3333333333333333,1.3333333333333333,230.818046,243.33021799999997,1,1,0,0,1,1920
1,56,9,5,2,1,1,2,32,1, , ,5,3,3.75,3,3.5,264.89396099999993,276.667719,0,0,0,0,0,0
1,56,9,5,2,1,1,1,30,1,2, ,2.75,2,2.4166666666666665,2.3333333333333335,3,223.84946100000002,227.503148,0,0,0,0,0,0
2,56,9,5,2,1,1,1,15,2,2, ,2.25,4,2.8333333333333335,1,2.5,238.94462599999997,229.196793,1,1,0,0,1,40
1,56,9,5,2,1,1,1,35,1,1,2,3.5,3,3.25,3,3,235.09635400000002,226.782604,1,1,1,1,0,16
2,56,9,5,2,1,2,1,5,2,2, ,2.75,3.3333333333333335,2.9166666666666665,1.5,2.1666666666666665,238.72289300000003,219.51219100000003,1,1,1,1,0,40
2,56,9,5,2,1,2,1,15,1,2, ,4,2.3333333333333335,2.75,2,2,228.64188999999996,240.76211700000005,0,0,0,0,0,0
1,56,9,5,3,1,1,1,31,2,1,2,5,1.3333333333333333,2.25,1.5,5,312.588662,297.40939000000003,1,1,1,1,0,8
2,56,9,5,1,1,1,1,10,1,2, ,1,1,1,1,1.5,180.619926,192.630949,0,0,0,0,0,0
1,56,9,5,2,1,1,2,10,1, , ,5,2.3333333333333335,1.8333333333333333,2.3333333333333335,2.8333333333333335,258.95835300000005,238.42163800000003,1,1,1,1,0,24
2,56,9,5,1,1,1,2,8,1, , ,4,3.3333333333333335,2,4.333333333333333,1.6666666666666667,267.70642699999996,235.22680599999998,0,0,0,0,0,0
2,56,9,5,2,1,1,2,30,1, , ,5,2.6666666666666665,1.8333333333333333,1,3,265.155703,243.209322,1,1,1,1,0,8
2,56,9,5,3,1,2,2,30,1, , ,3.5,4,1.75,2.5,4,343.28095099999996,307.16689399999996,0,0,0,0,0,0
1,56,9,5,3,1,1,1,30,2,2, ,3,1.6666666666666667,3.0833333333333335,3.1666666666666665,3.8333333333333335,325.30289600000003,324.679317,1,1,1,1,0,56
1,56,9,5,2,1,1,1,30,2,2, ,5,1,2.5833333333333335,1,2.1666666666666665,309.79171499999995,333.7865719999999,1,1,0,0,1,300
1,56,9,5,3,1,1,2,35,1, , ,5,2,3.5833333333333335,2.6666666666666665,4,251.85266700000003,247.90139500000004,1,1,1,1,0,4
1,56,9,5,2,1,1,1,35,2,2, ,2,2.3333333333333335,3.6666666666666665,1.8333333333333333,2.6666666666666665,302.42000599999994,310.911741,1,1,0,0,1,100
1,56,9,5,2,1,2,1,35,1,1,1,3,4.333333333333333,2.5,2.6666666666666665,2.1666666666666665,215.83136100000002,190.398385,0,0,0,0,0,0
1,56,9,5,3,1,1,1,30,1,2, ,1,1,1,1,4,253.072753,282.093549,0,0,0,0,0,0
2,56,9,5,2,1,1,2,20,1, , ,5,5.333333333333333,2.3333333333333335,2.3333333333333335,4.333333333333333,236.78890700000002,262.652469,1,1,1,1,0,120
1,56,9,5,2,1,1,2,39,1, , ,3,3,1.8333333333333333,1.5,1.5,253.54377399999998,226.227405,1,1,1,1,0,8
2,56,9,5,3,1,1,1,4,1,2, ,5,4,3.25,2.6666666666666665,2.6666666666666665,281.535713,300.524765,1,1,1,1,0,4
2,56,9,5,1,1,1,1,23,1,2, ,1,1.6666666666666667,2.25,1,2.8333333333333335,276.826326,270.36053000000004,0,0,0,0,0,0
1,56,9,5,2,1,1,1,30,1,2, ,3,2.3333333333333335,1.9166666666666667,2.3333333333333335,2,257.23255399999994,265.220367,1,1,1,1,0,4
1,56,9,5,3,1,1,1,34,2,1,3,2.5,3.6666666666666665,4.75,1.6666666666666667,2.6666666666666665,269.773873,256.333024,1,1,1,1,0,16
1,56,9,5,2,1,1,1,35,1,2, ,2.5,1.3333333333333333,1.0833333333333333,1.1666666666666667,1.6666666666666667,320.742909,297.19404399999996,0,0,0,0,0,0
1,56,9,5,3,1,1,1,34,2,1,1,3.25,3.6666666666666665,3.9166666666666665,2,3,292.901738,280.95874299999997,1,1,1,1,0,240
1,56,9,5,2,1,1,1,24,2,2, ,2.25,1.3333333333333333,2.75,1.6666666666666667,1.6666666666666667,290.413067,274.90726400000005,1,1,1,1,0,8
2,56,9,5,1,1,1,1,7,1,2, ,1.75,2.6666666666666665,2,1,1.8333333333333333,263.590194,246.493201,0,0,0,0,0,0
1,56,9,5,2,1,1,1,30,1,2, ,2.25,3,1.25,1,2.6666666666666665,282.32247900000004,266.743082,0,0,0,0,0,0
1,56,9,5,1,1,1,1,35,1,2, ,3,1.3333333333333333,1.25,1,1.6666666666666667,185.05759099999997,168.72853400000002,0,0,0,0,0,0
1,56,9,5,2,1,1,2,30,1, , ,4,2.6666666666666665,1.8333333333333333,1.3333333333333333,2.6666666666666665,225.53659899999997,223.05575000000005,0,0,0,0,0,0
1,56,9,5,1,1,2,1,2,1,1,2,1,1.3333333333333333,1,2.3333333333333335,1,190.774298,199.27641,0,0,0,0,0,0
2,56,9,5,1,1,1,2,4,1, , ,2.5,4,1.25,2.5,1.8333333333333333,275.18360500000006,257.210692,1,1,1,1,0,320
2,56,9,5,1,1,1,1,35,1,2, ,2.5,2.3333333333333335,1,1,2.3333333333333335,226.719056,205.79274700000002,0,0,0,0,0,0
1,56,9,5,1,1,1,2,33,1, , ,3.25,3.6666666666666665,2.4166666666666665,2.3333333333333335,2.5,232.898594,232.468069,0,0,0,0,0,0
2,56,9,5,2,1,1,1,10,1,2, ,1.75,1.6666666666666667,2,3.6666666666666665,2.5,234.532767,218.457443,0,0,0,0,0,0
1,56,9,5,2,1,1,2,28,1, , ,5,2.3333333333333335,3.5,2.6666666666666665,2.1666666666666665,211.407251,216.07718400000005,1,1,1,1,0,5
1,56,9,5,2,1,1,2,20,1, , ,3,3,2.75,2.3333333333333335,2.6666666666666665,238.433457,214.762117,0,0,0,0,0,0
1,56,9,5,3,1,1,1,29,2,1,4,3,2,2.1666666666666665,1,2.6666666666666665,235.51968700000003,228.23315199999996,1,1,1,1,0,90
2,56,9,5,1,1,1,6,96,1,2, ,1.75,2.3333333333333335,1,2.3333333333333335,1,180.97818900000001,166.303539,0,0,0,0,0,0
2,56,9,5,2,1,1,2,12,1, , ,5,2,2.5833333333333335,2,2,265.694161,263.96370199999996,0,0,0,0,0,0
1,56,9,5,1,1,1,2,34,1, , ,5,3.6666666666666665,1,1.6666666666666667,3.8333333333333335,255.85204399999998,232.377993,0,0,0,0,0,0
1,56,9,5,2,1,1,1,35,2,1,3,3,2.3333333333333335,4,3.6666666666666665,3.1666666666666665,289.37078099999997,304.130159,1,1,0,0,1,60
2,56,9,5,3,1,2,2,20,1, , ,2.75,4.333333333333333,3.4166666666666665,2.3333333333333335,3.3333333333333335,232.455259,235.67416700000004,1,1,1,1,0,960
2,56,9,5,3,1,1,1,30,1,2, ,1,3,1.25,1,2.1666666666666665,262.265921,252.49457,1,1,0,0,1,384
2,56,9,5,2,1,1,1,7,1,2, ,1,1,1.5833333333333333,1,3.1666666666666665,263.991669,239.86357600000002,0,0,0,0,0,0
1,56,9,5,2,1,1,2,30,1, , ,4,5.333333333333333,3.3333333333333335,2.3333333333333335,2.6666666666666665,255.71274699999998,243.246458,0,0,0,0,0,0
1,56,9,5,3,1,1,2,35,1, , ,4.25,3,3.6666666666666665,2.6666666666666665,3.1666666666666665,310.49329700000004,297.339667,1,1,1,1,0,200
1,56,9,5,3,1,1,2,34,1, , ,3.5,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.3333333333333335,276.549446,274.43687700000004,0,0,0,0,0,0
1,56,9,5,1,1,2,1,40,1,2, ,3,2.6666666666666665,1.6666666666666667,2.3333333333333335,2.5,261.080453,294.185927,0,0,0,0,0,0
2,56,9,5,1,1,1,1,11,1,2, ,2.5,1,1.5,1.6666666666666667,2.3333333333333335,240.434076,221.596578,0,0,0,0,0,0
1,56,9,5,2,1,1,1,31,2,1,2,5,3.3333333333333335,4.333333333333333,2.5,3.5,281.66498,287.67521300000004,1,1,0,0,1,474
1,56,9,5,1,1,2,1,30,1,2, ,1,1,1,1,2.3333333333333335,192.764643,195.377266,1,1,1,1,0,2
2,56,9,5,1,1,1,2,18,1, , ,4,2,1.75,3.6666666666666665,2.1666666666666665,260.50996,253.480364,0,0,0,0,0,0
2,56,9,5,1,1,1,1,12,2,2, ,1,2.3333333333333335,1.5,3,3,266.70210099999997,276.61453,1,1,1,1,0,10
1,56,9,5,2,1,1,1,37,1,1,1,2.75,1.6666666666666667,1.3333333333333333,1,2.3333333333333335,270.489448,260.677098,0,0,0,0,0,0
1,56,9,5,1,1,1,2,45,1, , ,4.25,2.6666666666666665,1.25,2,3,257.6586,265.370219,0,0,0,0,0,0
1,56,9,5,1,1,1,1,30,1,2, ,1,1,1.5,1,2.5,192.86955700000001,187.79232800000003,0,0,0,0,0,0
1,56,9,5,1,1,1,2,30,1, , ,5,2,2.9166666666666665,2.8333333333333335,2,277.15556000000004,289.751499,0,0,0,0,0,0
1,56,9,5,1,1,1,1,25,1,2, ,4,1.3333333333333333,1.5833333333333333,3.5,4,238.84677900000003,222.32989300000003,1,1,1,1,0,3
1,56,9,5,1,1,1,2,30,1, , ,5,2.6666666666666665,1.25,1,2.8333333333333335,278.374457,263.906276,0,0,0,0,0,0
